Year,Region,Value
2015,,31.2
2016,,30.4
2017,,24.7
2018,,29.6
2019,,45.8
2020,,70.2
2021,,158.2
2022,,416.2
2023,,577.7
2015,Vinnytsya,
2016,Vinnytsya,38.9
2017,Vinnytsya,35.3
2018,Vinnytsya,48.4
2019,Vinnytsya,64.4
2020,Vinnytsya,76.4
2021,Vinnytsya,108.7
2022,Vinnytsya,260.0
2023,Vinnytsya,376.7
2015,Volyn,
2016,Volyn,23.6
2017,Volyn,20.2
2018,Volyn,25.2
2019,Volyn,41.2
2020,Volyn,40.5
2021,Volyn,80.3
2022,Volyn,499.9
2023,Volyn,504.0
2015,Dnipropetrovsk,
2016,Dnipropetrovsk,25.7
2017,Dnipropetrovsk,21.7
2018,Dnipropetrovsk,28.8
2019,Dnipropetrovsk,56.4
2020,Dnipropetrovsk,79.3
2021,Dnipropetrovsk,202.3
2022,Dnipropetrovsk,526.7
2023,Dnipropetrovsk,680.0
2015,Donetsk,
2016,Donetsk,48.0
2017,Donetsk,32.8
2018,Donetsk,34.0
2019,Donetsk,43.2
2020,Donetsk,63.3
2021,Donetsk,219.6
2022,Donetsk,492.1
2023,Donetsk,
2015,Zhytomyr,
2016,Zhytomyr,26.6
2017,Zhytomyr,21.1
2018,Zhytomyr,24.2
2019,Zhytomyr,42.9
2020,Zhytomyr,50.7
2021,Zhytomyr,66.1
2022,Zhytomyr,193.4
2023,Zhytomyr,328.6
2015,Zakarpattya,
2016,Zakarpattya,22.5
2017,Zakarpattya,48.1
2018,Zakarpattya,23.2
2019,Zakarpattya,35.2
2020,Zakarpattya,35.9
2021,Zakarpattya,50.3
2022,Zakarpattya,157.2
2023,Zakarpattya,145.0
2015,Zaporizhzhya,
2016,Zaporizhzhya,27.0
2017,Zaporizhzhya,22.1
2018,Zaporizhzhya,26.3
2019,Zaporizhzhya,47.8
2020,Zaporizhzhya,91.7
2021,Zaporizhzhya,217.8
2022,Zaporizhzhya,511.3
2023,Zaporizhzhya,831.9
2015,Ivano-Frankivsk,
2016,Ivano-Frankivsk,25.7
2017,Ivano-Frankivsk,21.5
2018,Ivano-Frankivsk,26.0
2019,Ivano-Frankivsk,34.5
2020,Ivano-Frankivsk,50.7
2021,Ivano-Frankivsk,81.0
2022,Ivano-Frankivsk,236.5
2023,Ivano-Frankivsk,280.5
2015,Kyiv,
2016,Kyiv,24.7
2017,Kyiv,20.5
2018,Kyiv,23.6
2019,Kyiv,33.6
2020,Kyiv,45.0
2021,Kyiv,98.1
2022,Kyiv,268.2
2023,Kyiv,484.9
2015,Kirovohrad,
2016,Kirovohrad,24.7
2017,Kirovohrad,21.1
2018,Kirovohrad,25.3
2019,Kirovohrad,33.0
2020,Kirovohrad,59.3
2021,Kirovohrad,121.3
2022,Kirovohrad,249.6
2023,Kirovohrad,315.2
2015,Luhansk,
2016,Luhansk,41.2
2017,Luhansk,28.8
2018,Luhansk,30.2
2019,Luhansk,49.2
2020,Luhansk,69.2
2021,Luhansk,189.4
2022,Luhansk,568.2
2023,Luhansk,
2015,Lviv,
2016,Lviv,23.5
2017,Lviv,18.8
2018,Lviv,23.8
2019,Lviv,35.5
2020,Lviv,50.5
2021,Lviv,101.9
2022,Lviv,302.7
2023,Lviv,434.7
2015,Mykolayiv,
2016,Mykolayiv,31.1
2017,Mykolayiv,23.8
2018,Mykolayiv,28.6
2019,Mykolayiv,46.2
2020,Mykolayiv,84.4
2021,Mykolayiv,203.3
2022,Mykolayiv,504.8
2023,Mykolayiv,696.8
2015,Odesa,
2016,Odesa,30.9
2017,Odesa,24.6
2018,Odesa,29.9
2019,Odesa,50.1
2020,Odesa,132.5
2021,Odesa,324.1
2022,Odesa,646.3
2023,Odesa,799.2
2015,Poltava,
2016,Poltava,25.8
2017,Poltava,20.9
2018,Poltava,26.3
2019,Poltava,35.8
2020,Poltava,47.7
2021,Poltava,84.4
2022,Poltava,218.9
2023,Poltava,298.9
2015,Rivne,
2016,Rivne,27.5
2017,Rivne,22.5
2018,Rivne,25.2
2019,Rivne,34.7
2020,Rivne,42.3
2021,Rivne,79.7
2022,Rivne,384.9
2023,Rivne,497.4
2015,Sumy,
2016,Sumy,24.2
2017,Sumy,18.9
2018,Sumy,22.9
2019,Sumy,42.6
2020,Sumy,55.3
2021,Sumy,125.2
2022,Sumy,286.2
2023,Sumy,408.3
2015,Ternopil,
2016,Ternopil,23.0
2017,Ternopil,18.9
2018,Ternopil,22.4
2019,Ternopil,52.1
2020,Ternopil,52.2
2021,Ternopil,57.9
2022,Ternopil,164.7
2023,Ternopil,254.4
2015,Kharkiv,
2016,Kharkiv,24.4
2017,Kharkiv,19.2
2018,Kharkiv,26.3
2019,Kharkiv,39.0
2020,Kharkiv,66.2
2021,Kharkiv,152.6
2022,Kharkiv,402.1
2023,Kharkiv,666.4
2015,Kherson,
2016,Kherson,29.1
2017,Kherson,24.4
2018,Kherson,28.2
2019,Kherson,41.8
2020,Kherson,110.5
2021,Kherson,265.2
2022,Kherson,635.2
2023,Kherson,
2015,Khmelnytskiy,
2016,Khmelnytskiy,25.8
2017,Khmelnytskiy,19.6
2018,Khmelnytskiy,27.2
2019,Khmelnytskiy,69.2
2020,Khmelnytskiy,68.6
2021,Khmelnytskiy,91.2
2022,Khmelnytskiy,263.7
2023,Khmelnytskiy,345.8
2015,Cherkasy,
2016,Cherkasy,23.9
2017,Cherkasy,25.9
2018,Cherkasy,27.0
2019,Cherkasy,37.0
2020,Cherkasy,49.7
2021,Cherkasy,105.7
2022,Cherkasy,244.2
2023,Cherkasy,314.1
2015,Chernivtsi,
2016,Chernivtsi,20.3
2017,Chernivtsi,17.3
2018,Chernivtsi,21.2
2019,Chernivtsi,30.7
2020,Chernivtsi,41.3
2021,Chernivtsi,100.6
2022,Chernivtsi,287.0
2023,Chernivtsi,389.8
2015,Chernihiv,
2016,Chernihiv,23.7
2017,Chernihiv,19.7
2018,Chernihiv,21.2
2019,Chernihiv,45.1
2020,Chernihiv,51.2
2021,Chernihiv,89.3
2022,Chernihiv,188.5
2023,Chernihiv,293.7
2015,the city of Kyiv,
2016,the city of Kyiv,40.0
2017,the city of Kyiv,32.5
2018,the city of Kyiv,45.1
2019,the city of Kyiv,85.6
2020,the city of Kyiv,209.7
2021,the city of Kyiv,397.0
2022,the city of Kyiv,808.9
2023,the city of Kyiv,1071.2
